595,GetMega,Customer Service,Work From Home,6 Months,"8,000 /month +  Incentives",20 Aug' 22
596,Ambe Healthcare Staffing,Human Resources (HR),Mumbai,6 Months,"10,000 /month",20 Aug' 22
597,Morepen Laboratories Limited,Law/Legal,Gurgaon,1 Month,Unpaid,20 Aug' 22
598,Sampark Infoways,Web Development,Raipur,6 Months,"5,000 /month",21 Aug' 22
599,Soch3D,Product Design,Bangalore,3 Months,"15,000 /month",20 Aug' 22
600,Teachoo,Subject Matter Expert (English),Delhi,2 Months,"12,000-18,000 /month",20 Aug' 22
601,Madlux,Social Media Marketing,Work From Home,3 Months,"2,000 /month",20 Aug' 22
602,SocialVocial Digital Solutions Private Limited,Social Media Marketing,Gurgaon,3 Months,"7,000-12,000 /month",20 Aug' 22
603,Inventiway,Human Resources (HR),Work From Home,6 Months,"2,000-5,000 /month",20 Aug' 22
604,Kashti Adventures,Graphic Design,Work From Home,3 Months,"1,500 /month",20 Aug' 22
605,Apply Legal,Marketing,Raipur,1 Month,"2,000-7,000 /month",20 Aug' 22
606,Collectcent Digital Media Private Limited,Digital Marketing,Gurgaon,3 Months,"8,000 /month",20 Aug' 22
607,Home Canvas,Social Media Marketing,Bangalore,3 Months,"15,000 /month",20 Aug' 22
608,BharatPrep,Video Making/Editing,Delhi,3 Months,"10,000 /month",20 Aug' 22
609,Studio Red!,Copywriting (Social Media),Kolkata,6 Months,"10,000 /month",20 Aug' 22
610,LiveTechIndia,Human Resources (HR),Mumbai,3 Months,"4,000 /month",20 Aug' 22
611,Medlife Foundation,Graphic Design,Work From Home,3 Months,"4,000 lump sum",20 Aug' 22
612,Kashviha Enterprises,Business Development (Sales),Noida,6 Months,"10,000 /month +  Incentives",20 Aug' 22
613,Uniqa,Digital Marketing,Bangalore,3 Months,"5,000-7,000 /month",20 Aug' 22
614,Royal Clusters,Journalism,Delhi,3 Months,"5,000 /month",20 Aug' 22
615,Evelyn Learning Systems,Academic Content Writing (Statistics),Work From Home,4 Months,"12,000 /month",20 Aug' 22
616,WhiteHat Jr.,Marketing,Bhopal,3 Months,"18,000 /month",20 Aug' 22
617,Kaholas,Android App Development,Work From Home,6 Months,"6,000-8,000 /month",20 Aug' 22
618,Jobetto,Digital Marketing,Work From Home,6 Months,"1,000 /month +  Incentives",20 Aug' 22
619,Home Residency,Social Media Marketing,Delhi,6 Months,"6,000 /month",20 Aug' 22
620,Cook With Parul,2D Animation,Work From Home,6 Months,"12,000-16,000 /month",20 Aug' 22
621,Home Residency,Telecalling,Delhi,6 Months,"5,000-7,000 /month",20 Aug' 22
622,IME Vehicles Private Limited,Content Writing,Noida,3 Months,"5,000-10,000 /month",20 Aug' 22
623,IDA Automation Private Limited,Business Development (Sales),Visakhapatnam,6 Months,"17,000 /month",20 Aug' 22
624,Idea Usher,Social Media Marketing,Work From Home,6 Months,"8,000-12,000 /month",20 Aug' 22
625,Digiretail Software India Private Limited,Graphic Design,Work From Home,2 Months,"3,000 /month",20 Aug' 22
626,Fourty60 Technologies,Digital Marketing,Mumbai,6 Months,"5,000-7,000 /month",20 Aug' 22
627,Programmers Zone,Backend Development (Spring Boot),Work From Home,2 Months,"1,000 /month",20 Aug' 22
628,Carrier Solution,Business Development (Sales),Work From Home,1 Month,"32,000 /month",20 Aug' 22
629,Carrier Solution,Web Development,Work From Home,3 Months,"7,000 /month",20 Aug' 22
630,Zenture,Web Development,Pune,3 Months,"3,000 /month",20 Aug' 22
631,Reconstructive Healthcare Solutions Private Limited,Operations (Machinery Management),Delhi,2 Months,"2,000 /month",20 Aug' 22
632,Gulf Time Media,Graphic Design,Work From Home,3 Months,"2,500-3,000 /month",20 Aug' 22
633,ER Expert Consultants LLP,Social Media Marketing,Mumbai,6 Months,"7,000 /month",20 Aug' 22
634,The Fly Scholar,Content Writing,Work From Home,2 Months,"5,000-10,000 /month",20 Aug' 22
635,Flying Organics Private Limited,Digital Marketing,Bangalore,3 Months,"10,000 /month",20 Aug' 22
636,Tricky Travellers,Social Media Marketing,Delhi,3 Months,"3,000 /month +  Incentives",20 Aug' 22
637,Bex Technologies,Content Writing,Panjim,3 Months,"7,000 /month",20 Aug' 22
638,Briobella Inc.,Digital Marketing,Work From Home,6 Months,"3,000 /month",20 Aug' 22
639,USthaan Integrated Solutions Private Limited,Software Development Engineering,Work From Home,6 Months,"8,000-15,000 /month",20 Aug' 22
640,Briobella Inc.,Digital Marketing,Work From Home,6 Months,"3,000 /month",20 Aug' 22
641,USthaan Integrated Solutions Private Limited,Software Development Engineering,Work From Home,6 Months,"8,000-15,000 /month",20 Aug' 22
642,Questta Learrning,Quality Check,Work From Home,6 Months,"11,250-15,000 /month",20 Aug' 22
643,Digital Dreams Systems,Software Development,Work From Home,6 Months,"15,000-20,000 /month",20 Aug' 22
644,PMS Consulting,Digital Marketing,Delhi,2 Months,"6,000 /month",20 Aug' 22
645,Nova India,Operations,Bangalore,2 Months,"7,000-13,000 /month",20 Aug' 22
646,Bex Technologies,Social Media Marketing,Panaji,3 Months,"7,000 /month",20 Aug' 22
647,Cloudnine Hospital,Digital Marketing,Bangalore,3 Months,"13,000 /month",20 Aug' 22
648,Scaler Academy,Talent Acquisition,Work From Home,3 Months,"5,000-8,000 /month",20 Aug' 22
649,Companion,Mobile App Development,Mumbai,3 Months,"5,000 /month",20 Aug' 22
650,PatilKaki,Production Management,Mumbai,3 Months,"14,000-18,000 /month",20 Aug' 22
651,ART Housing Finance (India) Limited,Human Resources (HR),Gurgaon,6 Months,"15,000 /month",20 Aug' 22
652,Bmv Technologies,Flutter Development,Work From Home,6 Months,"25,000 /month",20 Aug' 22
653,Sirius Designs & Events,Social Media Marketing,Delhi,3 Months,"5,000 /month",20 Aug' 22
654,Feedbyme Media,Marketing,Work From Home,6 Months,"18,000 /month",20 Aug' 22
655,AttainU,Community Coordination (Ed-tech),Work From Home,6 Months,"7,000 /month +  Incentives",20 Aug' 22
656,Sirius Designs & Events,Digital Marketing,Delhi,3 Months,"5,000 /month",20 Aug' 22
657,Trumpet Marketing,Copy Writing,Bangalore,3 Months,"10,000-15,000 /month",20 Aug' 22
658,Pine & Lime,Finance,Delhi,2 Months,"5,000 /month",20 Aug' 22
659,Adore India,Teaching,Work From Home,2 Months,Unpaid,20 Aug' 22
660,Bizlem Private Limited,Java/Python Development,Navi Mumbai,3 Months,"7,500 /month",20 Aug' 22
661,Sosocial International Private Limited,Content Creation,Work From Home,1 Month,"3,000 /month",20 Aug' 22
662,Nishkaera Financial Advisory And Wealth Management Private Limited,Finance Analysis,Gurgaon,3 Months,"5,000 /month",20 Aug' 22
663,Fitoverse,Research (Sports),Chennai,1 Month,"2,000 lump sum",20 Aug' 22
664,Quiqup Innovations Private Limited,Operations,Hyderabad,3 Months,"5,000 /month",20 Aug' 22
665,Poornima Trehan,Affiliate Marketing,Work From Home,2 Months,"1,000 /month",20 Aug' 22
666,Narayana Technologies,Public Relations Managment,Patna,6 Months,"15,000-20,000 /month",20 Aug' 22
667,StreamSpace Artificial Intelligence LLP,UI/UX Design,Ahmedabad,3 Months,"7,000 /month",20 Aug' 22
668,Quiqup Innovations Private Limited,MIS - Executive,Hyderabad,3 Months,"5,000 /month",20 Aug' 22
669,Meaww,Human Resources (HR),Work From Home,3 Months,"12,000 /month",20 Aug' 22
670,Makos Infotech Private Limited,Human Resources (HR),Work From Home,3 Months,"5,000 /month",20 Aug' 22
671,Times Internet,Social Media Marketing,Work From Home,6 Months,"9,000-10,000 /month",20 Aug' 22
672,Makos Infotech Private Limited,Web Development,Work From Home,4 Months,"6,000 /month",20 Aug' 22
673,Chillpill Venture Private Limited,Graphic Design,Gurgaon,1 Month,"10,000 /month +  Incentives",20 Aug' 22
674,Patharitech Private Limited,Business Development (Sales),Ranchi,2 Months,"5,000 /month",20 Aug' 22
675,Thorat Technologies,Graphic Design,Work From Home,3 Months,"5,000 /month",20 Aug' 22
676,Makos Infotech Private Limited,Finance,Work From Home,3 Months,"1,000-6,000 /month",20 Aug' 22
677,GLOBAL SOLUTION,Marketing,Delhi,3 Months,"8,000-10,000 /month",20 Aug' 22
678,Litifer,Business Development (Sales),Work From Home,3 Months,"8,000-12,000 /month",20 Aug' 22
679,TechTonic Media India Private Limited,Business Development (Sales),Delhi,1 Month,"8,000-10,000 /month",20 Aug' 22
680,Nojoto,Artist/Talent Management,Work From Home,3 Months,"1,000 /month +  Incentives",20 Aug' 22
681,Cine Says,Content Writing,Work From Home,3 Months,"2,000 /month",20 Aug' 22
682,MeMeraki,Social Media Marketing,Work From Home,4 Months,"8,000-20,000 /month",20 Aug' 22
683,Digiretail Software India Private Limited,Web Development,Work From Home,6 Months,"3,000-8,000 /month",20 Aug' 22
684,Monk Story India,Photography,Chennai,3 Months,"8,000 /month",20 Aug' 22
685,Purani Dili Talkies LLP,Telecalling & Communications,Delhi,6 Months,"7,500 /month",20 Aug' 22
686,Flearn App,Content Writing,Work From Home,1 Month,"1,000 /month",20 Aug' 22
687,Write Right,Business Development (Sales),Work From Home,6 Months,"10,000 /month",20 Aug' 22
688,Digital Ipsum,Sales,Work From Home,3 Months,"4,000 /month",20 Aug' 22
689,Nishkaera Financial Advisory And Wealth Management Private Limited,Social Media Marketing,Gurgaon,3 Months,"7,000 /month",20 Aug' 22
690,Unibots,Content Writing,Work From Home,6 Months,"5,000-10,000 /month",20 Aug' 22
691,Digital Ipsum,Administration Assistance,Work From Home,3 Months,"4,000 /month",20 Aug' 22
692,Aaveg Management Services Private Limited,Digital Marketing,Delhi,1 Month,"6,000 /month",20 Aug' 22
693,Triluxo Technologies Private Limited,Operations And Customer Support,Work From Home,3 Months,"5,000 /month",20 Aug' 22
694,Rail Bikash Manch,Social Work,Work From Home,1 Month,Unpaid,20 Aug' 22
695,Digital Ipsum,Graphic Design,Work From Home,3 Months,"4,000 /month",20 Aug' 22
696,Rail Bikash Manch,Planning & Marketing,Work From Home,3 Months,Unpaid,20 Aug' 22
697,Digital Ipsum,Search Engine Optimization (SEO),Work From Home,3 Months,"4,000 /month",20 Aug' 22
698,Littleinventors,Teaching (Canva),Work From Home,6 Months,"5,000-7,000 /month",20 Aug' 22
699,Clavictor Academy Private Limited,Physics & Chemistry Tutoring,Work From Home,6 Months,"3,000-7,500 /month",20 Aug' 22
700,Wizrdom,Digital Marketing,Bangalore,3 Months,"5,000-7,000 /month",20 Aug' 22
701,Emerge Digital,Social Media Marketing,Mumbai,6 Months,"10,000 /month",20 Aug' 22
702,Integrated River Basin Management Society,Rural Development,Kolkata,6 Months,"8,000 /month",20 Aug' 22
703,Reading Right,Graphic Design,Work From Home,6 Months,"5,000 /month",20 Aug' 22
704,Wazir Education Society,Virtual Teaching,Work From Home,1 Month,Unpaid,20 Aug' 22
705,Golden Riders,Business Development (Sales),Delhi,3 Months,"5,000-7,000 /month",20 Aug' 22
706,The Marriage Fit,Digital Marketing,Work From Home,3 Months,"8,000-10,000 /month",20 Aug' 22
707,VOLMO Private Limited,Computer Vision,Work From Home,6 Months,"1,000 /month",20 Aug' 22
708,Harmeet Singh,Business Development (Sales),Work From Home,2 Months,"3,000 /month",20 Aug' 22
709,Natural Lifestyle,Content Writing,Delhi,3 Months,"6,000 /month +  Incentives",20 Aug' 22
710,Purani Dili Talkies LLP,Executive Assistance,Delhi,6 Months,"7,500 /month",20 Aug' 22
711,Coding Junior,Marketing,Work From Home,3 Months,"10,000 /month",20 Aug' 22
712,Farmer's Table,Content Writing,Work From Home,3 Months,"1,000 /month",20 Aug' 22
713,Coding Junior,Telecalling,Work From Home,3 Months,"5,000 /month",20 Aug' 22
714,DeepThought Edutech Ventures Private Limited,Physics Education Research Fellowship,Work From Home,6 Months,"4,000 /month",20 Aug' 22
715,Get Catalyzed,Content Writing,Jaipur,3 Months,"2,500 /month",20 Aug' 22
716,Coding Junior,Teaching,Work From Home,3 Months,"5,000 /month",20 Aug' 22
717,PillarPlus,Product Management,Work From Home,2 Months,"5,000 /month",20 Aug' 22
718,Purani Dili Talkies LLP,Personal Assistance (Female),Delhi,6 Months,"7,500 /month",20 Aug' 22
719,Your Spiritual Revolution,Video Creation,Mumbai,3 Months,"10,000 /month",20 Aug' 22
720,Eat Easy,Operations,Mumbai,3 Months,"8,000 /month",20 Aug' 22
721,Getatoz Enterprises,Business Development (Sales),Bangalore,6 Months,"10,000 /month +  Incentives",20 Aug' 22
722,Golden Riders,Fashion Merchant - Sourcing and Purchasing,Delhi,3 Months,"5,000 /month",20 Aug' 22
723,VPODS.ai,DevOps/CloudOps Engineering,Work From Home,6 Months,"5,000-10,000 /month",20 Aug' 22
724,Purani Dili Talkies LLP,Media & Public Relations (PR),Delhi,6 Months,"7,500 /month",20 Aug' 22
725,Get Catalyzed,Google My Business,Jaipur,3 Months,"2,000 /month",20 Aug' 22
726,CapitalCow Private Limited,Business Development (Sales),Ahmedabad,3 Months,"15,000 /month",20 Aug' 22
727,Purani Dili Talkies LLP,Media & Public Relations (PR),Delhi,6 Months,"7,500 /month",20 Aug' 22
728,Indian Defence Academy,Video Making/Editing,Dehradun,2 Months,"10,000-15,000 /month",20 Aug' 22
729,Girl Power Talk,Social Media Marketing (Bengali),Work From Home,6 Months,"5,000-6,000 /month",20 Aug' 22
730,PeakPals,SEO Expert,Work From Home,3 Weeks,"2,000 lump sum",20 Aug' 22
731,KareXpert,Human Resources (HR),Gurgaon,3 Months,"10,000 /month",20 Aug' 22
732,Hospitality Minds,Operations,Mumbai,6 Months,"8,000-16,000 /month",20 Aug' 22
733,Isourse,Purchase Operations Management,Delhi,6 Months,"15,000 /month",20 Aug' 22
734,PeakPals,Web Development,Work From Home,2 Weeks,"2,000 lump sum",20 Aug' 22
735,Think Graphics,Data Entry,Delhi,3 Months,"4,000-6,000 /month",20 Aug' 22
736,Skynet Secure Solutions,Cyber Security & Digital Forensics,Mumbai,6 Months,"5,000-10,000 /month",20 Aug' 22
737,Resoenix Capital,Backend Development,Work From Home,3 Months,"1,000 /month",20 Aug' 22
738,GoodWorker,Graphic Design,Bangalore,3 Months,"25,000 /month",20 Aug' 22
739,The Solar Labs,PV Design,Work From Home,6 Months,"10,000 /month",20 Aug' 22
740,Thozhan Trust,Operations,Chennai,6 Months,"12,000 /month",20 Aug' 22
741,Bhumi Beverages,Entrepreneurship In Residence,Delhi,3 Months,"5,000 /month",20 Aug' 22
742,Sunbeam World School,Information Technology,Delhi,6 Months,"10,000-15,000 /month",20 Aug' 22
743,Dyeus,Unity Development,Work From Home,6 Months,"25,000-30,000 /month",20 Aug' 22
744,Studio Materium,Vlogging,Gurgaon,3 Months,"10,000 /month",20 Aug' 22
745,Get Catalyzed,Web Development,Jaipur,3 Months,"3,000 /month",20 Aug' 22
746,2.Oh! (Seasons & Soul Consumer Products Private Limited),Graphic Design,Mumbai,6 Months,"12,000-15,000 /month",20 Aug' 22
747,Conceptmart,Fashion Design,Indore,5 Months,"5,000-8,000 /month",20 Aug' 22
748,Great Himalayan Adventure Studio Private Limited,Tours & Activities Operations,Palampur,6 Months,"3,000 /month",20 Aug' 22
749,TantraSoft Solutions (I) Private Limited,Angular Development,Mumbai,6 Months,"15,000 /month",20 Aug' 22
750,YOURDIGISHELL,Graphic Design,Work From Home,6 Months,"4,000-5,000 /month",20 Aug' 22
751,Dyeus,Flutter Development,Work From Home,6 Months,"25,000-30,000 /month",20 Aug' 22
752,Youth India Foundation E-School,Full Stack Development,Work From Home,3 Months,"5,000-15,000 /month",20 Aug' 22
753,Newton House Experimental Learning,Social Media Marketing,Work From Home,1 Week,500 /week,20 Aug' 22
754,Digi Carotene,Digital Marketing,Work From Home,6 Months,"6,000 /month",20 Aug' 22
755,Muenot,Chemistry,Work From Home,2 Months,"20,000 /month",20 Aug' 22
756,Analytics Training Hub (ATH),Digital Marketing,Faridabad,3 Months,"6,000-7,000 /month",20 Aug' 22
757,IMedia Advertising Agency,Content Writing,Dehradun,6 Months,"5,000 /month",20 Aug' 22
758,Secret Alchemist,Operations,Mumbai,6 Months,"8,000 /month",20 Aug' 22
759,Mascot IT Solutions,Web Development,Faridabad,6 Months,"5,000 /month",20 Aug' 22
760,Digi Carotene,Business Development (Sales),Hyderabad,6 Months,"10,000 /month",20 Aug' 22
761,Anmol India Limited,Market Research,Ludhiana,3 Months,"3,000-5,000 /month",20 Aug' 22
762,InstaAstro,Social Media Marketing,Noida,3 Months,"10,000 /month",20 Aug' 22
763,CyberoiSystems,DevOps Development,Work From Home,6 Months,"8,000-16,000 /month",20 Aug' 22
764,Prospedia Edutech Private Limited,Operations,Work From Home,3 Months,"5,000 /month",20 Aug' 22
765,NKTech,Digital Marketing,Ghaziabad,3 Months,"5,000-8,000 /month",20 Aug' 22
766,Digi Carotene,UI/UX Design,Work From Home,6 Months,"4,000-7,000 /month",20 Aug' 22
767,Leoriser Private Limited,Mobile App Development,Work From Home,3 Months,"5,000 /month",20 Aug' 22
768,Achilles Racing Club,Video Editing & Graphic Design,Greater Noida,2 Months,"2,000 /month",20 Aug' 22
769,Salutary Facility Management Private Limited,Digital Marketing,Work From Home,2 Months,"1,000-3,000 /month",20 Aug' 22
770,NeuroPixel.AI Labs Private Limited,Data Entry,Bangalore,2 Months,"10,000 /month",20 Aug' 22
771,MK Designs LLP,Digital Marketing,Mumbai,2 Months,"10,000 /month",20 Aug' 22
772,Digi Marketing Tech,Content Writing,Work From Home,2 Months,"2,500-3,000 /month",20 Aug' 22
773,Zimeshare Technologies (OPC) Private Limited,Marketing,Delhi,3 Months,"12,000 /month",20 Aug' 22
774,Pixel Lab 360,Content Writing,Work From Home,2 Months,"2,000 /month",20 Aug' 22
775,BigOHealth,Mobile App Development,Work From Home,4 Months,"5,000 /month",20 Aug' 22
776,Trippleatt.com,Android App Development,Work From Home,6 Months,"3,000 /month",20 Aug' 22
777,Indian Robotics Solution,Web Development,Delhi,3 Months,"10,000-12,000 /month",20 Aug' 22
778,Indian Robotics Solution,E-commerce Sales & Tech Support,Noida,4 Months,"8,000-10,000 /month",20 Aug' 22
779,Indian Robotics Solution,Business Development (Sales),Noida,2 Months,"10,000-12,000 /month",20 Aug' 22
780,Hariyali,Content Writing,Work From Home,1 Month,Unpaid,20 Aug' 22
781,Next Kya,Graphic Design,Work From Home,6 Months,"1,000 /month +  Incentives",20 Aug' 22
782,Sandeep Pal,Business Development (Sales),Work From Home,1 Month,"6,500-8,500 /month",20 Aug' 22
783,Know Program,Content Writing,Work From Home,1 Month,"5,000 /month",20 Aug' 22
784,Primite Marketing,Marketing,Work From Home,1 Month,"1,500 /month +  Incentives",20 Aug' 22
785,Primite Marketing,Promotions Management,Work From Home,1 Month,"1,500 /month +  Incentives",20 Aug' 22
786,Primite Marketing,Social Media Marketing,Work From Home,1 Month,"1,000 lump sum +  Incentives",20 Aug' 22
787,Fitness 2020,Graphic Design,Work From Home,3 Months,"5,000 /month",20 Aug' 22
788,The Indian Deepfaker,Content Writing,Work From Home,2 Months,"4,000 /month",20 Aug' 22
789,Astrovila,Digital Marketing,Work From Home,2 Months,"5,000 /month",20 Aug' 22
790,Fouses,Web Development,Work From Home,3 Months,"3,000 /month",20 Aug' 22
791,Shyarga,Content Writing,Work From Home,6 Months,"4,000-6,000 /month",20 Aug' 22
792,Metwiz Materials Private Limited,Accounts,Vasai,6 Months,"5,000 /month",20 Aug' 22
793,KREATIV'DROIT,Graphic Design,Work From Home,6 Months,"6,000-8,000 /month",20 Aug' 22
794,KREATIV'DROIT,Social Media Marketing,Gurgaon,6 Months,"6,000 /month",20 Aug' 22
795,KREATIV'DROIT,Operations,Delhi,6 Months,"8,000 /month",20 Aug' 22
796,Crazy Craft,Graphic Design,Work From Home,2 Months,"2,000 /month",20 Aug' 22
797,Jankalyan Bahuuddheshiya Shikshan Sanstha,Business Development (Sales),Work From Home,1 Week,Unpaid,20 Aug' 22
798,Leaf Studios,Customer Service,Work From Home,6 Months,"6,000 /month",20 Aug' 22
799,Klimb.io,Product Management,Work From Home,3 Months,"10,000 /month",20 Aug' 22
800,Hamraah Foundation,Content Writing,Work From Home,2 Months,Unpaid,20 Aug' 22
801,HL Infotech Private Limited,Business Development (Sales),Thane,3 Months,"4,000 /month",19 Aug' 22
802,Magna Publishing Company Limited,Content Writing,Work From Home,3 Months,"5,000 /month",20 Aug' 22
803,INFOCUS IT CONSULTING PRIVATE LIMITED,Cyber Security Analysis,Delhi,6 Months,"6,000 /month",19 Aug' 22
804,Arc Tech Labs,Content Writing,Work From Home,3 Months,"7,000 /month",20 Aug' 22
805,Inframantra India Private Limited,Business Development (Sales),Pune,6 Months,"15,000 /month +  Incentives",19 Aug' 22
806,Med Edu Education,Business Development (Sales),Noida,6 Months,"12,000 /month +  Incentives",19 Aug' 22
807,Freewheel Sports Private Limited (Wizbiker.com),Business Development (Sales),Gurgaon,5 Months,"18,000-25,000 /month",19 Aug' 22
808,Debate Marketers Private Kimited,Graphic Design,Delhi,6 Months,"10,000 /month",20 Aug' 22
809,Keventers,Human Resources (HR),Thane,3 Months,"15,000 /month",19 Aug' 22
810,Shubham Saini,Video Making/Editing,Work From Home,2 Months,"6,000 /month",20 Aug' 22
811,Curinnov Services Private Limited,Scriptwriting (Advertising Films),Noida,3 Months,"9,000 /month",20 Aug' 22
812,Krishna Translations,Office Assistance,Chandigarh,6 Months,"7,000-14,000 /month",20 Aug' 22
813,HuntingCube,Business Development (Sales),Noida,3 Months,"15,000 /month",20 Aug' 22
814,The Crème Company,Sales & Promotion,Mumbai,3 Months,"5,000-10,000 /month",20 Aug' 22
815,Nasher Miles,Customer Service,Mumbai,4 Months,"10,000 /month",20 Aug' 22
816,Vahan Technologies India Private Limited,Video Content Creation,Work From Home,3 Months,"12,000 /month",20 Aug' 22
817,PeakPals,Story Board Artist,Delhi,3 Weeks,"2,000 lump sum",19 Aug' 22
818,Doctor Digial,Graphic Design,Work From Home,6 Months,"6,000 /month",20 Aug' 22
819,Productivity Expertz Services Private Limited,Operations,Work From Home,3 Months,"2,000 /month",19 Aug' 22
820,PeakPals,Acting,Delhi,3 Weeks,"2,000 lump sum",19 Aug' 22
821,Harvest Online LLP,Relationship Management (Malayalam),Mumbai,2 Months,"7,000 /month",19 Aug' 22
822,ITXITPro,Marketing,Jaipur,3 Months,"8,000-15,000 /month",19 Aug' 22
823,We Cheater,Content Writing,Work From Home,2 Months,"3,000 /month",19 Aug' 22
824,PeakPals,Fitness Content Writing,Work From Home,3 Weeks,"8,000 lump sum",19 Aug' 22
825,Nioclass,UI/UX Design,Delhi,1 Month,"8,000 /month",19 Aug' 22
826,LogIQids,Arduino Teaching,Hyderabad,6 Months,"6,000-16,000 /month",19 Aug' 22
827,IOTRON Technologies Private Limited,Web Development,Work From Home,1 Month,"3,000 /month",20 Aug' 22
828,Ziniature,Content Writing,Delhi,3 Months,"10,000 /month",20 Aug' 22
829,HL Infotech Private Limited,Web Development,Thane,6 Months,"6,000 /month",19 Aug' 22
830,Nascenture,Web Development,Mohali,3 Months,"8,000 /month",19 Aug' 22
831,Promotup HR Solutions,Human Resources (HR),Ahmedabad,6 Months,"4,000-6,000 /month",19 Aug' 22
832,Zuffl,Mobile App Development,Work From Home,2 Months,"1,000 /month",19 Aug' 22
833,Students Konnect,Social Media Marketing,Gurgaon,3 Months,"10,000-20,000 /month",20 Aug' 22
834,Innovative Business Education Media (IBEM Solutions LLP),News Writing & Anchoring,Delhi,3 Months,"6,000 /month",19 Aug' 22
835,V K ASHAR and Company,Finance,Mumbai,3 Months,"3,000-8,000 /month",20 Aug' 22
836,Trukky,Business Development (Sales),Ahmedabad,2 Months,"7,000 /month",19 Aug' 22
837,Ash Amaira,Footwear Designing,Delhi,2 Months,"2,000 /month",19 Aug' 22
838,Curiosity Edtech Private Limited,Content Writing (Technical),Work From Home,3 Months,"8,000-10,000 /month",19 Aug' 22
839,Shyam Dairy,Digital Marketing,Work From Home,6 Months,"4,000-5,000 /month",20 Aug' 22
840,ArchSlate,Human Resources (HR),Work From Home,6 Months,"5,000 /month",20 Aug' 22
841,Rishi Valmiki Eco School,Social Media & Report Writing,Mumbai,6 Months,"8,000-13,000 /month",19 Aug' 22
842,Digite Infotech Private Limited,Data Science,Bangalore,3 Months,"20,000 /month",19 Aug' 22
843,Bonjour Techies Private Limited,Web Development,Gurgaon,4 Months,"5,000-10,000 /month",19 Aug' 22
844,Polo Towers Group,Operations,Agartala,3 Months,"2,000 /month",19 Aug' 22
845,GUVI Geek Networks (IITM Incubated),Tech Support,Work From Home,3 Months,"15,000 /month",19 Aug' 22
846,Peregrine Public Relations,Business Development (Sales),Work From Home,4 Months,"1,000 /month +  Incentives",19 Aug' 22
847,Social Rampage Digital Marketing LLP,Business Development (Sales),Work From Home,2 Months,"10,000 /month",19 Aug' 22
848,TaxBlock,Tax Advisory,Pune,6 Months,"5,000 /month",19 Aug' 22
849,Amit Yadav,Data Science - Content Creation,Work From Home,4 Months,"8,000 /month +  Incentives",19 Aug' 22
850,Nobrokerage.com,Content Writing,Work From Home,2 Months,"4,000 /month",19 Aug' 22
851,Inovatus,Human Resources (HR),Work From Home,6 Months,"2,000 /month",20 Aug' 22
852,Nimbus Post Private Limited,Digital Marketing,Gurgaon,2 Months,"10,000 /month",19 Aug' 22
853,Mgadz Inc,Marketing,Work From Home,2 Months,"2,000 /month",20 Aug' 22
854,Mgadz Inc,Content Writing,Delhi,2 Months,"2,000 /month +  Incentives",20 Aug' 22
855,Mgadz Inc,Graphic Design,Work From Home,2 Months,"2,000 /month",20 Aug' 22
856,RAS Media & Entertainment Private Limited,Fashion Styling,Noida,2 Months,"4,000-7,000 /month",19 Aug' 22
857,Digaxy Solutions Private Limited,Social Media Marketing,Work From Home,3 Months,"2,500 /month",19 Aug' 22
858,360Plot.com,Digital Marketing,Gorakhpur,2 Months,"3,000 /month",19 Aug' 22
859,Prayers Educational Welfare Society,Fundraising (Online),Work From Home,2 Weeks,"5,000 /month +  Incentives",19 Aug' 22
860,Global Buildtech Private Limited,Telecalling,Delhi,1 Month,"10,000 /month +  Incentives",19 Aug' 22
861,RAS Media & Entertainment Private Limited,Law/Legal,Noida,2 Months,"4,000-8,000 /month",19 Aug' 22
862,Thomas Assessments,Human Resources (HR),Delhi,3 Months,"12,000 /month",20 Aug' 22
863,Kenmark ITan Solutions,Operations,Mumbai,6 Months,"5,000-7,500 /month",20 Aug' 22
864,Learning Links Foundation,Business Development Associates(BDA),Faridabad,3 Months,"14,000 /month",19 Aug' 22
865,Vigor LaunchPad,Affiliation Executive,Mumbai,3 Months,"12,000-15,000 /month",19 Aug' 22
866,Anadi Agro Industries LLP (Sarva By Anadi),Digital Marketing,Gurgaon,3 Months,"10,000 /month",19 Aug' 22
867,Connect & Heal,Operations,Chennai,6 Months,"15,000 /month",19 Aug' 22
868,Makerble,DevOps Development,Work From Home,4 Months,"12,000 /month",19 Aug' 22
869,Makerble,Ruby On Rails Development,Work From Home,6 Months,"12,000 /month",19 Aug' 22
870,PD Group,Content Writing,Mumbai,2 Months,"5,000 /month",20 Aug' 22
871,Evento Craft,Business Development (Sales),Ghaziabad,3 Months,"10,000 /month",19 Aug' 22
872,AMO Mobility Solutions Private Limited,Marketing,Ghaziabad,2 Months,"4,000 /month",19 Aug' 22
873,Nexstgo,Business Development (Sales),Chennai,6 Months,"10,000 /month",19 Aug' 22
874,Algoocean Technologies Private Limited,Mobile App Development,Thane,6 Months,"2,000-5,000 /month",19 Aug' 22
875,Altruism Casa,Telecalling,Work From Home,1 Month,"3,000 /month",19 Aug' 22
876,Able Jobs,Content Writing,Work From Home,1 Month,500 /week +  Incentives,19 Aug' 22
877,Get Set Execute,Human Resources (HR),Mumbai,6 Months,"5,000 /month",19 Aug' 22
878,Clicks Bazaar,Content Writing,Delhi,3 Months,"10,000 /month",19 Aug' 22
